delta_proxy_ref,tau_densa_ref,tau_diluida_ref,tau_backpass_ref,v_proxy_total_ref,v_proxy_primary_ref
0.30834219131158136,-0.13398534053659575,-0.7887567083700368,-0.5358638574316295,822.1505,763.7815
