timestamp,coal_flow_furnace_t_h,vazao_ar_total_knm3_h,vazao_ar_prim_total_knm3_h,temp_hot_pri_air_in_preaq_ar_saida,tau_densa,tau_diluida,tau_backpass,o2_excess_pct,delta_proxy
2024-02-05 09:00:00,62.839,,754.493,13.881,-0.072868849325808,-0.5687811236886202,-0.3394014262181444,423.992,0.1264017846258448
2024-02-05 10:00:00,62.747,,752.711,14.015,-0.2609304148258053,-0.4551611756343529,-0.3137768553917011,418.128,0.5104981987401769
2024-02-05 11:00:00,62.748000000000005,,736.495,13.619,-0.1471063230822015,-0.6494654315363468,-0.6117138387471951,418.651,-0.3654562471718454
2024-02-05 12:00:00,61.603,,759.016,13.851,-0.2532649848287797,-0.5954889690132494,-0.6078274171779051,424.94,-0.1080188572057986
2024-02-05 13:00:00,60.789,,746.45,13.78,-0.1391886039358809,-0.5639323242094987,-0.509241110997792,421.282,-0.0316753553537982
2024-02-05 14:00:00,61.8,,757.985,13.961,-0.1929568315447701,-0.5565836030811607,-0.4472733100434616,423.771,0.0124593077115457
2024-02-05 15:00:00,62.097,,732.531,13.999,-0.1294254793987346,-0.6984477580305871,-0.4565115415115567,420.293,0.3156933188544394
2024-02-05 16:00:00,62.697,,731.331,13.925,-0.1837066162482409,-0.6962116590874491,-0.6369192740527485,428.116,0.098835056340127
2024-02-05 17:00:00,61.502,,741.593,13.78,-0.3218686287419241,-0.6558377557306408,-0.5770822421363874,424.475,0.4443380508544545
2024-02-05 18:00:00,63.521,,762.755,13.884,-0.275588135419563,-0.6567147766585569,-0.484756222622808,427.241,-0.0867809141170381
2024-02-05 19:00:00,64.244,,752.619,14.015,-0.2769910858115334,-0.643932102257989,-0.7291927466366194,429.483,0.5729827828544697
2024-02-05 20:00:00,65.229,,772.37,14.386,-0.5407762631364342,-0.6611125197464994,-0.7713156569848633,436.368,0.6758985684544822
2024-02-05 21:00:00,66.34100000000001,,767.718,14.376,-0.5976682493563564,-0.7131640003021827,-0.7794022478875188,438.693,0.0748504611838765
2024-02-05 22:00:00,68.886,,766.388,14.392,-0.5536530332785418,-0.7993889012467528,-0.9036893048103796,441.315,0.6464940582830501
2024-02-05 23:00:00,70.11699999999999,,780.221,14.498,-0.694682561324828,-0.7509442185188794,-0.9016728020092872,443.499,0.2091019694829975
2024-02-06 00:00:00,70.232,,773.234,15.111,-0.6133926801543484,-0.5534648945103479,-0.8089738925206947,455.576,0.1476431024846207
2024-02-06 01:00:00,70.49799999999999,,768.059,15.23,-0.7589932374549461,-0.6886198145737601,-0.7975917147119187,456.006,0.3891016199700168
2024-02-06 02:00:00,69.07900000000001,,767.823,15.267,-0.5687191954946559,-0.5580028891886892,-0.6408752828650567,458.337,0.3376141419768075
2024-02-06 03:00:00,67.75999999999999,,761.861,14.753,-0.424536383967346,-0.6120715123793746,-0.7247738548013749,442.147,0.0375664253956905
2024-02-06 04:00:00,64.858,,772.668,14.331,-0.5314675596367989,-0.6661640898827464,-0.7935453723828466,438.536,-0.0760611122444958
2024-02-06 05:00:00,63.411,,747.921,13.809,-0.3672778314300069,-0.6160037581286634,-0.645634565870214,422.957,0.4682292153687429
2024-02-06 06:00:00,64.748,,740.905,13.817,-0.3767879763020828,-0.6386494738542875,-0.6035409940183025,423.047,-0.006819331495007
2024-02-06 07:00:00,66.538,,755.019,14.1,-0.2771120035709816,-0.6005060083405646,-0.5218452711078339,426.724,0.2642354260544332
2024-02-06 08:00:00,67.916,,736.108,14.7,-0.3620344509139242,-0.5425735298748786,-0.8331069662139293,437.141,0.7928600693683011
2024-02-06 09:00:00,69.047,,756.114,15.0,-0.4952887612355095,-0.6325851167968963,-0.7040909871229403,450.793,0.639142930740192
2024-02-06 10:00:00,69.45400000000001,,765.603,14.994,-0.59252944797331,-0.7394818139426625,-0.5945667266474423,450.465,0.3671512116544456
2024-02-06 11:00:00,70.72200000000001,,760.626,15.171,-0.6068900160552146,-0.7592855247800948,-0.5055742792759571,448.953,0.161846544689644
2024-02-06 12:00:00,70.768,,750.937,15.278,-0.4856836716195444,-0.6501456951615269,-0.3504780839602455,447.977,0.4547925401682494
2024-02-06 13:00:00,72.406,,782.538,15.265,-0.2677468678710955,-0.7318059530255948,-0.4060610623469158,454.507,0.5160115443973206
2024-02-06 14:00:00,69.348,,768.296,14.879,-0.5905746173300896,-0.6224303646608164,-0.7318669576416881,450.602,0.0784013217351319
2024-02-06 15:00:00,67.74600000000001,,768.45,14.532,-0.4773697784277226,-0.6997696248060304,-0.6222787697535602,440.049,0.1068082061451785
2024-02-06 16:00:00,68.108,,749.617,14.599,-0.4419564293836678,-0.6136092478309125,-0.5084941489310855,436.896,0.2293128951635042
2024-02-06 17:00:00,69.44,,746.619,14.705,-0.5361087333136101,-0.8210905515472495,-0.4360173004337138,440.254,0.1547448235871323
2024-02-06 18:00:00,71.271,,763.281,14.792,-0.4898795234465016,-0.8207692151508743,-0.4395417421810524,443.308,0.0393418556713182
2024-02-06 19:00:00,70.447,,752.175,15.18,-0.7025062196569718,-0.7914243482202457,-0.7787135907843574,455.847,0.4204468863401661
2024-02-06 20:00:00,67.92500000000001,,769.737,15.475,-0.6676971344296291,-0.6257294438207445,-0.7236221580432171,461.331,0.4104067832775517
2024-02-06 21:00:00,67.16900000000001,,767.704,15.146,-0.6620009112643884,-0.7331934613766998,-0.5938967236642428,460.644,0.177859677425851
2024-02-06 22:00:00,67.453,,746.783,15.414,-0.6769455763004316,-0.9041890340317872,-0.8050277982431201,459.319,0.3589193052843425
2024-02-06 23:00:00,65.539,,749.222,15.07,-0.682732451304429,-0.8996314941272309,-0.7811182390288866,453.207,0.5329114722958775
2024-02-07 00:00:00,65.352,,754.82,14.766,-0.7149648057016021,-0.6713521012938339,-0.6799927611201654,448.306,0.3553684447330862
2024-02-07 01:00:00,65.53999999999999,,736.418,14.931,-0.6586199760672946,-0.8054987483327958,-0.7414670701260395,447.303,0.2222111740609934
2024-02-07 02:00:00,66.17099999999999,,740.804,14.587,-0.6436772315635495,-0.7397106265010801,-0.8118774631783956,446.334,0.31201775508301
2024-02-07 03:00:00,65.44800000000001,,756.817,14.464,-0.660804249673193,-0.7476907173383777,-0.648873075084741,442.215,0.1263379391770857
2024-02-07 04:00:00,67.357,,766.094,14.549,-0.5541338322256475,-0.7785114766062328,-0.4923447755770963,445.165,-0.0529805186613331
2024-02-07 05:00:00,68.131,,749.586,14.89,-0.5827235384728392,-0.849013791058769,-0.727683955660035,455.371,0.1316642300039697
