timestamp,leito_temp_average,esp_comb_ff_b_saida_temp,fornalha_leito_temp_10_12,fornalha_leito_temp_13_15,fornalha_leito_temp_16_18,fornalha_leito_temp_1_3,fornalha_leito_temp_4_6,fornalha_leito_temp_7_9,temp_vapor_reaquec_1,lms_pdr_bin_flud_air_htr_temp,miain_vapor_temp,t_bfbp_b_entrada_temp,temp_no_6_hp_heater_feed_wtr,temp_no_7_hp_heater_feed_wtr,temp_no_8_hp_heater_feed_wtr,temp_gas_in_econ_lado_a_saida,temp_gas_in_econ_lado_b_saida,temp_hot_pri_air_in_preaq_ar_saida,temp_ar_flu_ap_vent_saida_head_pipe,temp_1_fornalha_a_inner,temp_1_fornalha_b_inner,temp_3_fornalha_a_inner,temp_3_fornalha_b_inner,temp_3_lph_saida_wtr,temp_4_lph_saida_wtr,temp_cnd_bomba_saida_header,temp_cnd_agua_desaerador_entrada,temp_fornalha_a_saida,temp_fornalha_b_saida,temp_gas_in_preaq_ar_saida,temp_gas_in_ltr_lado_a_entrada,temp_gas_in_ltr_lado_a_saida,temp_gas_in_ltr_lado_b_entrada,temp_gas_in_ltr_lado_b_saida,temp_ar_flu_ap_vent_a_saida,temp_ar_flu_ap_vent_b_saida,temp_ar_flu_ap_vent_c_saida,temp_cyclone_a_entrada,temp_cyclone_b_entrada,temp_cyclone_c_entrada,differential_pressao_fornalha_a,differential_pressao_fornalha_b,esp_comb_ff_a_entrada_pressao_1,esp_comb_ff_a_entrada_pressao_2,esp_comb_ff_b_entrada_pressao_1,esp_comb_ff_b_entrada_pressao_2,esp_comb_ff_b_saida_pressao,vent_tiragem_vent_a_saida_pressao,vent_tiragem_vent_b_saida_pressao,lms_pdr_bin_flud_blwr_pressao,pressao_2_3_fornalha_b_leito,pressao_1_fornalha_a_leito,pressao_1_fornalha_b_leito,pressao_3_fornalha_leito,pressao_fornalha_a_inf,pressao_fornalha_b_inf,pressao_ar_sec_vent_a_saida,pressao_ar_sec_vent_b_saida,pressao_air_in_stm_preaq_ar_paf_a_saida,pressao_air_in_stm_preaq_ar_paf_b_saida,pressao_hot_pri_air_in_preaq_ar_saida,pressao_hot_ar_sec_saf_a_in_preaq_ar_sai,pressao_condensado_bomba_a_entrada,pressao_condensado_bomba_b_entrada,pressao_gas_in_preaq_ar_saida,pressao_gas_in_econ_lado_b_saida,pressao_gas_in_ltr_lado_a_entrada,pressao_gas_in_ltr_lado_a_saida,pressao_gas_in_ltr_lado_b_entrada,pressao_gas_in_ltr_lado_b_saida,pressao_ar_flu_ap_vent_a_saida_head,pressao_ar_flu_ap_vent_b_saida_head,pressao_ar_flu_ap_vent_c_saida_head,pressao_ar_flu_ap_vent_saida_head_pipe,u_valve_a_entrada_static_pressao,u_valve_b_entrada_static_pressao,u_valve_c_entrada_static_pressao,vacuum_pres_from_tcs,vazao_agua_alimentacao,vazao_cnd_agua_before_desaerador,vazao_output_belt_carvao_fdr_a1,vazao_output_belt_carvao_fdr_a2,vazao_output_belt_carvao_fdr_b1,vazao_output_belt_carvao_fdr_b2,vazao_output_belt_carvao_fdr_b3,vazao_output_belt_carvao_fdr_b4,vazao_output_belt_carvao_fdr_c1,vazao_output_belt_carvao_fdr_c2,vazao_total_a,vazao_total_b,vazao_total_c,vazao_vapor_principal,total_fuel_vazao,corr_ar_alta_press_vent_motor_a,corr_ar_alta_press_vent_motor_b_a,corr_ar_alta_press_vent_motor_c_a,corr_induced_draft_vent_motor_a,corr_induced_draft_vent_motor_b_a,corr_primary_air_vent_motor_a,corr_primary_air_vent_motor_b_a,corr_secondary_air_vent_motor_a,corr_secondary_air_vent_motor_b_a,dev_corrente_a,desaerador_pressao,desaerador_upstream_pressao,pressao_tambor,pressao_vapor_reaquec,pressao_vapor_principal,pressao_condensado_bomba_a_saida,pressao_condensado_bomba_b_saida,preaq_ar_main_motor_phase_u_corrente_nan,preaq_ar_main_motor_phase_w_corrente_nan,vent_tiragem_vent_a_move_impeller_pos_fb,vent_tiragem_vent_b_move_impeller_pos_fb,porcentagem_de_ar_primario,pressao_fornalha,pressao_1_fornalha_a_sup,pressao_1_fornalha_b_sup,pressao_fornalha_a_medio,pressao_fornalha_b_medio,burner_perc_do_ar_total,carvao_perc_do_ar_total,inf_perc_do_ar_total,o2_medio,desaerador_agua_nivel,nivel_tambor,lado_a_nivel_tambor,lado_b_nivel_tambor,ar_prim_vent_a_fq_speed_feedback,ar_prim_vent_b_fq_speed_feedback,ar_sec_vent_a_fq_speed_feedback,ar_sec_vent_b_fq_speed_feedback,poeira_concentrat_raw_flue_gas_mg_m3,so2_con_clean_flue_gas_rectifi_mg_m3,so2_concentration_raw_flue_gas_mg_m3,fsh_saida_coletor_temp_adegc_min,hi_temp_rh_temp_adegc_min,vazao_ar_total_knm3_h,vazao_ar_prim_total_knm3_h,1_lms_pdr_bin_continous_lvl_m,2_lms_pdr_bin_continous_lvl_m,vent_tiragem_a_volumetric_vazao_rate_cal,vent_tiragem_b_volumetric_vazao_rate_cal,fsh_saida_coletor_pres_mpa,hi_temperture_reheol_pres_mpa,media_horaria_so2_apos_fgd_mg_nm3,so2_con_raw_flue_gas_rectified_mg_nm3,unit_actual,status_operacao,tau_densa,tau_diluida,tau_backpass,tau_global,coal_flow_furnace_t_h,coal_flow_total_ref_t_h,air_total_knm3_h,air_primary_knm3_h,air_secondary_knm3_h,air_total_nm3_h,air_primary_nm3_h,air_secondary_nm3_h,air_primary_share_pct,o2_excess_pct,air_primary_press_z,air_secondary_press_z
2024-03-06 08:00:00,-221.385,-5.205,811.307,798.929,818.06,840.825,826.412,836.773,3.408,,15.211,721.444,149.543,221.511,251.396,301.615,-2.99,14.705,51.964,1.528,769.356,204.411,796.282,3.658,113.494,3.632,-0.036,805.127,-227.84,-4.35,721.819,505.001,-2.305,-2.668,88.161,54.098,0.153,828.489,851.471,-1.804,773.617,1.025,125.019,-4.421,-4.411,-4.378,-4.38,40.926,42.474,275.635,2.141,3.377,1.404,3.456,2.107,822.231,1277.235,9.148,8.973,15.439,15.365,839.528,-68.677,-0.037,269.549,-3.056,706.718,-2.318,16.575,-2.686,88.402,17.061,86.998,280.46,-1.33,-1.544,298.764,531.806,-1.55,149.502,38.311,38.577,35.812,36.791,33.363,33.216,33.752,33.312,76.888,139.182,67.064,803.307,3.149,54.236,39.18,39.014,266.288,263.158,244.318,15.416,63.452,256.311,0.789,181.523,807.409,25.619,538.603,861.922,-69.82,36.518,0.076,14.959,225.082,224.319,53.882,368.686,8.509,-218.776,224.599,0.828,5.8008,790.561,5.8125,455.139,0.963,282.822,-29.331,1.014,8.08,3169.739,1277.917,11.629,0.869,3068.854,7.837,-0.012,-0.001,813.836,769.271,8.679,119.975,0.916,115.395,0.143,66.626,309.133,8.281,6.148,1,-0.3934232044629607,-1.0096739891502022,-0.6977694451741158,-0.7002888795957597,67.064,3.149,813.836,769.271,44.565000000000055,813836.0,769271.0,44565.00000000006,94.52408101878018,455.139,-0.6316851898279644,0.8641236093585501
2024-03-06 09:00:00,-67.484,-5.022,811.307,799.524,819.28,837.514,823.634,836.622,3.377,,15.475,718.894,149.339,220.612,250.502,304.612,-2.824,14.143,51.918,1.628,767.89,357.076,796.259,3.66,113.171,3.63,-0.107,803.831,-76.136,-4.174,721.718,507.766,-2.185,-2.522,91.533,54.044,0.13,827.139,852.273,-1.683,768.152,0.975,128.062,-4.254,-4.212,-4.186,-4.202,40.094,41.742,275.19,2.312,3.617,1.539,3.812,2.226,824.597,1313.092,9.362,9.162,14.831,15.548,839.482,-68.437,-0.037,273.558,-2.893,709.629,-2.167,16.776,-2.533,91.774,17.1,90.208,277.103,-1.245,-1.525,301.717,531.112,0.588,149.298,37.071,37.057,34.942,35.116,32.104,31.751,31.848,32.214,74.128,133.91299999999998,64.062,801.098,3.235,54.217,38.951,39.071,268.433,258.615,239.099,14.839,68.64,247.888,0.83,181.317,806.982,27.313,539.197,853.374,-69.776,37.111,0.076,15.044,224.396,218.216,52.352,366.508,8.684,-61.854,357.946,0.796,6.769,789.35,5.797,434.994,0.954,272.622,-26.432,1.006,7.944,2836.487,1313.364,11.629,0.906,2765.616,7.791,-0.007,-0.001,815.787,755.274,8.785,120.012,6.18,117.58,-0.107,72.089,418.712,8.395,6.456,1,-0.3609787610927982,-0.875334381728507,-0.6505316875182502,-0.6289482767798518,64.062,3.235,815.787,755.274,60.513000000000034,815787.0,755274.0,60513.00000000004,92.5822549268375,434.994,-0.6598323286514282,0.9345030841938224
2024-03-06 10:00:00,-76.502,-4.986,812.72,802.949,816.738,837.073,834.512,830.16,3.396,,15.187,719.459,149.543,221.407,251.293,308.151,-2.78,14.297,51.945,1.637,767.515,324.941,800.15,3.647,113.818,3.617,0.358,805.62,-77.692,-4.139,724.054,512.922,-2.135,-2.491,93.462,54.186,0.06,836.9,852.273,-1.717,776.278,1.027,131.109,-4.21,-4.196,-4.171,-4.169,41.048,43.52,275.68,2.284,3.324,1.559,3.526,2.167,822.277,1327.816,9.486,9.254,15.02,15.365,842.84,-68.605,-0.037,278.453,-2.856,709.528,-2.177,16.55,-2.511,94.346,18.042,92.618,278.949,-1.207,-1.417,305.407,530.468,1.021,149.502,37.167,37.217,35.253,35.427,32.108,31.852,32.099,32.177,74.384,134.64,64.276,805.299,3.216,54.262,38.888,38.917,266.487,264.226,236.307,15.035,70.319,250.955,0.874,181.523,807.837,25.065,539.841,861.383,-69.625,37.941,0.076,14.947,222.336,221.42,52.075,380.752,8.756,-72.016,367.925,0.76,6.5527,792.045,5.7936,437.751,0.96,273.49,-23.258,1.01,7.944,3500.854,1327.271,11.629,0.946,3382.824,7.852,-0.002,-0.001,816.699,765.845,8.976,120.103,1.755,120.212,0.036,74.347,422.053,8.269,6.665,1,-0.3311816719660945,-0.8627955294574003,-0.5409753286540551,-0.57831751002585,64.276,3.216,816.699,765.845,50.85399999999993,816699.0,765845.0,50853.99999999993,93.77322612125153,437.751,-0.6879694692919841,0.9737661551945416
2024-03-06 11:00:00,-100.993,-5.034,821.399,802.949,823.075,859.694,835.119,837.22,3.421,,15.113,734.372,149.747,221.407,251.442,315.224,-2.798,14.413,51.939,1.546,777.486,293.996,812.405,3.61,113.333,3.58,0.036,812.334,-113.307,-4.173,726.684,516.788,-2.249,-2.524,95.23,54.166,0.021,842.017,855.551,-1.786,794.468,0.978,134.565,-4.23,-4.213,-4.167,-4.211,41.62,42.39,275.829,2.173,3.214,1.471,3.45,2.104,827.874,1312.274,9.314,9.139,15.163,15.416,857.587,-67.994,-0.037,284.632,-2.867,719.832,-2.216,16.499,-2.532,95.793,19.457,94.225,280.963,-1.164,-1.478,312.437,531.563,-4.858,149.706,37.405,37.235,35.862,35.45,32.479,32.658,32.575,32.649,74.64,136.449,65.224,815.371,3.121,54.348,38.802,38.602,266.675,263.58,236.81,15.164,68.243,251.779,0.856,181.729,787.329,19.351,539.863,867.695,-69.577,38.534,0.076,15.01,223.175,221.802,53.401,342.495,8.637,-96.827,325.307,0.805,6.6947,803.305,5.7861,441.513,0.968,276.359,-29.633,1.018,7.944,3154.251,1314.046,11.629,0.942,2991.257,8.325,0.001,-0.002,822.783,757.313,9.208,120.506,1.755,123.454,-0.143,71.478,361.792,8.175,6.786,1,-0.163548699474348,-0.7251571429723458,-0.4060885458850332,-0.431598129443909,65.224,3.121,822.783,757.313,65.47000000000003,822783.0,757313.0,65470.00000000003,92.04285941736764,441.513,-0.6504836649111859,0.9379222706899628
2024-03-06 12:00:00,-240.657,-5.036,820.204,818.175,826.695,848.366,832.785,850.635,3.405,,15.24,737.899,149.339,221.257,251.144,323.462,-2.807,14.341,52.216,1.466,778.743,181.294,804.445,3.592,113.009,3.561,0.465,816.07,-229.305,-4.182,731.948,521.941,-2.337,-2.54,94.748,54.419,-0.028,837.051,864.074,-1.835,784.672,1.044,142.099,-4.279,-4.229,-4.193,-4.207,40.102,40.346,275.829,2.159,3.272,1.397,3.378,2.061,832.854,1273.281,8.841,8.744,15.086,15.451,847.919,-68.354,-0.037,294.148,-2.873,713.315,-2.24,16.602,-2.562,96.276,20.872,94.225,280.292,-1.267,-1.553,320.873,531.563,-13.193,149.502,37.409,37.034,35.139,34.878,32.118,32.104,32.205,32.209,74.443,134.23899999999998,64.414,806.482,3.145,54.553,38.86,38.802,271.001,260.421,237.222,15.068,61.835,248.575,0.837,181.523,786.902,10.376,539.863,870.335,-69.518,38.296,0.076,14.987,225.235,217.377,53.593,382.124,8.179,-239.375,189.35,0.798,6.2498,798.34,5.9394,438.705,0.962,273.201,-37.744,1.011,7.944,3241.302,1274.508,11.629,0.915,3049.905,8.348,-0.004,0.01,826.84,743.692,9.324,120.561,7.858,127.917,-0.25,64.124,324.051,8.497,6.756,1,-0.1139669881709524,-0.8639834429944154,-0.2580728495433469,-0.4120077602362382,64.414,3.145,826.84,743.692,83.14800000000002,826840.0,743692.0,83148.00000000003,89.94388273426539,438.705,-0.6830746952163119,0.8024718733950538
2024-03-06 13:00:00,-5.182,-5.158,826.572,816.081,832.923,850.624,842.341,848.594,3.403,,15.054,741.256,149.134,221.257,251.144,308.741,-2.822,14.489,52.025,1.72,777.633,388.662,802.957,3.57,113.171,3.539,-0.107,820.109,25.763,-4.251,725.369,492.29,-2.091,-2.508,96.357,54.294,-0.007,846.689,867.713,-1.632,782.005,1.013,144.199,-4.339,-4.321,-4.272,-4.277,46.419,46.205,275.829,2.295,3.119,1.552,3.546,2.16,835.329,1335.724,9.391,9.205,15.236,15.285,847.618,-68.78,-0.037,284.188,-2.894,707.154,-2.145,16.421,-2.528,98.046,21.816,95.995,280.527,-1.201,-1.45,305.509,538.382,12.745,149.298,37.744,37.272,35.304,35.482,32.484,32.488,32.232,32.218,75.01599999999999,135.758,64.45,791.654,3.226,54.39,38.642,38.636,276.642,282.231,232.782,15.253,71.051,253.931,0.881,181.523,790.747,38.777,540.099,867.769,-70.407,38.296,0.076,14.867,229.126,233.093,52.553,383.382,8.683,-39.789,421.484,0.751,6.9592,797.076,5.746,440.862,0.96,274.902,-13.318,1.01,7.944,2959.32,1334.906,11.629,0.963,2818.153,8.501,-0.018,-0.002,828.834,766.123,8.889,120.616,-3.891,133.198,0.501,75.446,369.131,9.266,6.809,1,0.0535049673005613,-0.6394047004853518,-0.5833410750436272,-0.3897469360761392,64.45,3.226,828.834,766.123,62.7109999999999,828834.0,766123.0,62710.9999999999,92.4338287280686,440.862,-0.6823348602031847,0.9627044212362128
2024-03-06 14:00:00,-161.326,-5.119,818.782,816.079,820.402,850.171,832.71,834.666,3.436,,15.298,728.236,149.543,221.903,251.637,298.116,-2.913,14.067,52.12,1.45,776.455,223.958,805.466,3.631,113.009,3.599,0.358,806.663,-173.366,-4.267,720.112,500.03,-2.19,-2.591,98.288,54.359,-0.054,835.848,855.597,-1.767,783.487,0.998,131.738,-4.319,-4.327,-4.274,-4.293,43.962,44.87,276.171,2.163,3.012,1.39,3.474,2.133,825.198,1362.309,9.715,9.409,14.784,16.172,850.334,-68.495,-0.037,267.126,-2.996,712.497,-2.2,16.678,-2.611,98.529,22.917,97.121,282.407,-1.204,-1.54,294.877,535.686,5.484,149.502,36.558,36.54,35.015,34.159,31.541,31.394,31.353,31.431,73.098,132.109,62.784000000000006,808.411,3.252,54.504,38.711,38.482,273.057,272.218,235.254,14.76,75.476,246.561,0.896,181.729,821.722,29.259,539.692,869.024,-69.432,38.296,0.081,15.691,227.295,228.134,51.823,381.064,8.977,-148.371,276.143,0.749,6.3905,798.541,5.687,431.976,0.969,268.195,-18.762,1.018,7.944,3046.906,1364.627,11.629,0.991,2971.337,8.379,0.003,0.007,821.799,763.336,8.733,120.845,-0.992,124.67,0.107,81.824,408.083,9.55,6.786,1,-0.1988836750292592,-0.8703293317166079,-0.7368157745919657,-0.6020095937792777,62.784000000000006,3.252,821.799,763.336,58.462999999999965,821799.0,763336.0,58462.99999999996,92.88597333411212,431.976,-0.4064827117159273,1.0523305753758043
2024-03-06 15:00:00,-165.904,-4.966,814.96,801.161,817.91,848.522,833.536,832.715,3.436,,15.296,736.481,149.747,221.903,251.637,301.66,-2.833,13.579,51.967,1.496,781.557,211.049,809.421,3.592,113.818,3.561,-0.179,803.98,-153.132,-4.138,724.054,506.477,-2.14,-2.51,97.805,54.124,-0.091,833.998,848.603,-1.765,789.864,0.996,132.348,-4.211,-4.183,-4.164,-4.155,39.697,41.238,275.726,2.14,3.422,1.381,3.161,2.043,823.903,1351.402,9.428,9.275,14.289,15.388,854.714,-67.633,-0.037,271.479,-2.892,715.019,-2.17,16.678,-2.538,99.173,24.176,97.443,281.836,-1.267,-1.412,298.423,534.398,0.823,149.911,36.128,36.329,34.136,34.333,31.399,31.257,31.165,31.445,72.457,131.125,62.61,809.03,3.267,54.255,38.442,38.327,271.406,257.298,232.324,14.279,73.95,241.342,0.876,181.935,788.824,20.311,538.404,868.051,-69.226,38.534,0.081,15.027,224.472,216.156,51.083,365.147,8.759,-177.577,295.369,0.737,5.8377,804.795,5.8233,420.93,0.971,266.601,-19.159,1.022,7.944,2954.513,1352.084,11.629,0.959,2850.653,8.844,-0.04,0.002,816.718,742.878,9.03,120.955,9.918,123.251,-0.286,77.826,344.075,9.36,6.824,1,-0.3047491451655717,-0.830190510831943,-0.6716697061636431,-0.602203120720386,62.61,3.267,816.718,742.878,73.83999999999992,816718.0,742878.0,73839.99999999991,90.95893564241268,420.93,-0.8148870499937538,0.9869966311647992
2024-03-06 16:00:00,-138.026,-5.039,816.231,817.797,822.124,847.315,839.781,841.889,3.422,,15.19,735.262,149.747,221.453,251.189,305.497,-2.909,14.051,52.076,1.455,783.932,237.37,814.671,3.592,113.818,3.566,0.25,808.006,-142.42,-4.219,729.315,511.633,-2.276,-2.614,98.288,54.231,-0.081,843.929,859.03,-1.854,791.2,0.967,133.365,-4.31,-4.269,-4.231,-4.242,38.248,40.59,275.429,2.065,3.274,1.319,3.11,1.996,828.999,1309.138,9.028,8.932,14.763,15.199,857.134,-67.537,-0.037,275.487,-2.967,726.842,-2.273,16.549,-2.617,99.656,24.806,97.765,280.695,-1.443,-1.567,302.558,534.398,-5.329,149.706,36.155,36.357,34.599,34.182,31.179,31.133,31.078,31.445,72.512,131.09300000000002,62.523,808.954,3.182,54.42,38.711,38.345,267.368,257.632,239.282,14.777,66.077,244.592,0.854,181.935,784.979,12.356,539.048,864.17,-69.347,38.889,0.081,14.816,225.311,218.216,53.548,357.643,8.402,-135.92,245.106,0.724,6.5596,808.695,5.8768,435.548,0.969,267.04,-23.434,1.018,7.944,3082.153,1306.956,11.629,0.939,2932.116,7.791,0.009,0.001,821.873,744.903,9.326,120.36,7.095,123.494,-0.071,69.495,332.271,8.983,6.908,1,-0.1337683635349193,-0.742047247433181,-0.5172912816474572,-0.4643689642051858,62.523,3.182,821.873,744.903,76.97000000000003,821873.0,744903.0,76970.00000000003,90.63480610751296,435.548,-0.8266405340841452,0.8743668187263758
2024-03-06 17:00:00,-87.214,-4.748,823.724,813.463,819.505,849.115,839.927,832.936,3.404,,15.345,732.033,149.625,220.854,251.04,309.036,-2.66,14.152,52.024,1.53,780.08,315.923,808.173,3.624,113.737,3.595,-0.179,805.322,-100.763,-3.944,728.291,515.929,-2.112,-2.373,98.288,54.273,-0.094,841.113,852.68,-1.588,785.117,0.996,135.602,-4.032,-3.964,-3.963,-3.942,36.485,39.262,275.429,2.228,3.326,1.499,3.541,2.239,826.224,1279.553,8.733,8.642,14.858,15.205,850.636,-67.76,-0.037,280.677,-2.736,721.73,-2.058,16.701,-2.401,99.495,25.278,97.765,279.05,-1.313,-1.408,305.509,531.2,-1.08,149.502,36.096,35.995,34.681,33.894,31.106,31.925,31.509,31.147,72.091,131.606,62.656,807.404,3.175,54.377,38.608,38.533,262.744,252.383,238.916,14.835,61.865,243.677,0.839,181.729,805.06,23.14,539.714,861.124,-69.463,38.731,0.081,14.793,217.911,210.434,53.15,356.873,8.14,-86.207,340.78,0.739,6.2267,800.722,5.9192,430.032,0.962,265.81,-24.067,1.011,7.944,3492.309,1279.689,11.629,0.911,3314.644,8.424,-0.022,-0.0,822.906,736.981,8.961,121.174,7.019,125.117,-0.429,64.673,488.276,9.127,6.862,1,-0.1430421686790903,-0.7563498839647269,-0.483102634823337,-0.4608315624890514,62.656,3.175,822.906,736.981,85.92499999999995,822906.0,736981.0,85924.99999999996,89.55834566767044,430.032,-0.8297080239162004,0.7858871738928498
2024-03-06 18:00:00,-90.556,-5.179,828.67,814.212,837.808,851.082,844.37,847.614,3.398,,15.058,724.239,149.625,221.499,251.384,323.756,-2.88,14.244,52.044,1.474,777.188,287.358,809.59,3.622,114.06,3.585,-0.072,824.152,-101.405,-4.29,725.661,495.301,-2.215,-2.594,98.449,54.21,-0.097,851.924,870.247,-1.783,786.452,0.967,143.424,-4.376,-4.369,-4.317,-4.346,46.121,45.793,275.772,2.146,3.345,1.44,3.284,2.191,842.905,1346.903,9.492,9.368,14.974,15.302,856.68,-68.104,-0.037,294.444,-2.946,712.542,-2.211,16.402,-2.63,99.495,25.593,97.765,280.392,-1.356,-1.356,322.592,542.24,1.727,149.706,35.807,36.155,34.246,34.045,31.838,32.15,32.177,32.25,71.962,132.279,64.42699999999999,775.706,3.111,54.326,38.556,38.476,271.733,276.821,233.194,14.949,73.187,244.409,0.888,181.523,757.636,26.781,540.952,856.363,-69.233,38.613,0.081,14.936,228.516,232.101,52.505,305.946,8.728,-82.178,310.613,0.735,6.7086,800.498,5.7852,433.849,0.964,269.164,-23.608,1.013,7.944,3164.398,1348.13,11.629,0.974,2972.725,8.157,0.074,-0.003,833.081,757.634,8.547,121.129,-2.975,130.191,-0.107,76.575,272.05,8.977,6.798,1,0.0523970290087549,-0.6859795510929305,-0.3793887736065622,-0.3376570985635793,64.42699999999999,3.111,833.081,757.634,75.447,833081.0,757634.0,75447.0,90.94361772744786,433.849,-0.7119461289700458,0.9990949158498392
2024-03-06 19:00:00,-183.436,-5.002,817.284,812.495,826.995,845.5,831.659,843.094,3.388,93.793,15.234,731.725,149.216,221.05,250.937,296.638,-2.907,14.142,51.923,1.51,775.863,224.644,805.862,3.608,112.767,3.576,-0.072,814.725,-209.712,-4.199,726.976,497.881,-2.337,-2.579,97.644,54.018,-0.095,833.293,860.893,-1.825,787.786,1.018,138.9,-4.285,-4.24,-4.22,-4.207,40.155,40.994,275.772,2.178,3.354,1.496,3.443,2.212,833.007,1250.922,8.495,8.374,14.84,15.245,849.428,-68.89,-0.037,272.222,-2.959,724.358,-2.302,16.581,-2.579,98.69,25.751,97.121,279.587,-1.289,-1.551,294.285,539.021,4.643,149.094,35.803,36.004,34.388,33.669,32.122,31.609,31.573,31.724,71.80699999999999,131.78799999999998,63.297,798.742,3.229,54.174,38.356,38.345,271.03,256.586,237.085,14.855,56.83,250.909,0.818,181.317,820.868,29.06,540.309,861.96,-70.294,38.376,0.081,14.816,225.311,217.224,54.164,263.503,7.881,-159.083,241.536,0.807,6.1262,800.349,5.9858,436.587,0.956,266.653,-19.971,1.005,8.08,2944.366,1250.922,11.629,0.906,2812.764,8.279,0.01,0.001,822.768,732.954,8.005,121.0,7.935,130.394,-0.179,59.424,206.481,8.895,6.741,1,-0.1811542293751727,-0.8432416425909306,-0.7348348866878698,-0.5864102528846576,63.297,3.229,822.768,732.954,89.81400000000008,822768.0,732954.0,89814.00000000007,89.08392159150574,436.587,-0.8390646730183038,0.7143872967250049
2024-03-06 20:00:00,-4.816,-5.071,804.593,808.614,820.178,842.632,821.467,834.217,3.394,87.782,15.052,724.451,149.42,220.601,250.788,299.002,-2.882,13.95,51.907,1.672,768.995,389.12,799.113,3.651,113.899,3.619,0.036,808.006,-17.542,-4.212,721.718,501.75,-2.173,-2.546,97.161,54.05,-0.076,825.789,853.633,-1.796,778.258,0.988,129.544,-4.283,-4.264,-4.223,-4.246,42.49,44.26,274.881,2.328,3.592,1.656,3.695,2.326,824.228,1373.625,9.782,9.607,14.633,15.17,846.713,-68.087,-0.037,267.572,-2.965,720.809,-2.191,16.404,-2.57,97.242,25.79,96.477,278.949,-1.243,-1.469,296.843,533.748,8.471,149.502,36.443,36.572,34.75,34.544,31.545,31.564,31.664,31.738,73.015,132.403,63.402,801.898,3.206,54.207,38.711,38.259,265.14,268.459,236.124,14.595,77.856,242.715,0.888,181.317,805.914,36.934,540.188,857.153,-69.357,38.257,0.081,14.741,223.251,226.151,51.403,247.815,9.077,17.889,435.4,0.791,6.9508,794.057,5.7773,428.879,0.958,269.105,-19.821,1.008,7.944,2944.366,1372.944,11.629,0.957,2882.235,7.837,-0.033,-0.003,813.497,768.601,7.59,120.231,-0.916,121.873,-0.036,82.709,260.137,8.883,6.695,1,-0.3330845940303373,-0.788339384732809,-0.7488381666989729,-0.6234207151540397,63.402,3.206,813.497,768.601,44.89599999999996,813497.0,768601.0,44895.99999999996,94.48111056340711,428.879,-0.8081961154872355,1.0715930449990585
2024-03-06 21:00:00,-99.207,-5.061,814.741,800.715,817.335,842.11,831.964,824.386,3.405,83.601,14.999,732.016,149.42,220.9,250.788,303.136,-2.885,14.345,52.078,1.628,768.771,326.635,804.147,3.625,113.252,3.593,0.165,808.006,-93.348,-4.218,721.718,508.196,-2.238,-2.57,93.944,54.21,-0.004,837.502,848.046,-1.85,779.044,1.063,129.951,-4.299,-4.266,-4.227,-4.255,41.658,42.757,275.326,2.262,3.204,1.46,3.606,2.273,822.728,1299.867,9.123,8.968,15.071,15.599,849.277,-67.987,-0.037,272.815,-2.956,723.482,-2.243,16.377,-2.585,94.668,25.357,93.582,280.594,-1.379,-1.497,302.262,533.748,0.638,149.502,36.952,37.08,34.997,35.432,32.269,32.086,32.337,32.255,74.032,134.784,64.59200000000001,809.727,3.175,54.411,38.865,38.545,264.839,262.376,240.518,15.058,65.741,248.987,0.841,181.523,802.71,23.515,540.116,867.188,-69.614,37.901,0.081,15.044,223.251,221.42,53.081,287.076,8.452,-115.504,356.069,0.813,6.2,798.043,5.8075,441.101,0.96,273.327,-21.044,1.01,8.08,3312.866,1299.867,11.629,0.908,3186.634,9.004,-0.002,0.003,815.591,754.311,7.387,120.231,1.755,120.657,0.094,69.312,351.199,8.841,6.589,1,-0.3500471466724348,-0.8220294450128393,-0.6432584817661694,-0.6051116911504812,64.59200000000001,3.175,815.591,754.311,61.27999999999997,815591.0,754311.0,61279.99999999997,92.48643008566796,441.101,-0.6104357774897579,0.8820683494830059
